,model,layer,accuracy,experiment
5109,resnet18,AdaptiveAvgPool2d-1,1,rect
5110,resnet18,AdaptiveAvgPool2d-1,1,rect
5111,resnet18,AdaptiveAvgPool2d-1,1,rect
5112,resnet18,AdaptiveAvgPool2d-1,1,rect
5113,resnet18,AdaptiveAvgPool2d-1,1,rect
5114,resnet18,AdaptiveAvgPool2d-1,1,rect
5115,resnet18,AdaptiveAvgPool2d-1,1,rect
5116,resnet18,AdaptiveAvgPool2d-1,1,rect
5117,resnet18,AdaptiveAvgPool2d-1,1,rect
5118,resnet18,AdaptiveAvgPool2d-1,1,rect
5119,resnet18,AdaptiveAvgPool2d-1,1,rect
5120,resnet18,AdaptiveAvgPool2d-1,1,rect
5121,resnet18,AdaptiveAvgPool2d-1,1,rect
5122,resnet18,AdaptiveAvgPool2d-1,1,rect
5123,resnet18,AdaptiveAvgPool2d-1,1,rect
5124,resnet18,AdaptiveAvgPool2d-1,1,rect
5125,resnet18,AdaptiveAvgPool2d-1,1,rect
5126,resnet18,AdaptiveAvgPool2d-1,1,rect
5127,resnet18,AdaptiveAvgPool2d-1,1,rect
5128,resnet18,AdaptiveAvgPool2d-1,1,rect
5129,resnet18,AdaptiveAvgPool2d-1,1,rect
5130,resnet18,AdaptiveAvgPool2d-1,1,rect
5131,resnet18,AdaptiveAvgPool2d-1,1,rect
5132,resnet18,AdaptiveAvgPool2d-1,1,rect
5133,resnet18,AdaptiveAvgPool2d-1,1,rect
5134,resnet18,AdaptiveAvgPool2d-1,1,rect
5135,resnet18,AdaptiveAvgPool2d-1,1,rect
5136,resnet18,AdaptiveAvgPool2d-1,1,rect
5137,resnet18,AdaptiveAvgPool2d-1,1,rect
5138,resnet18,AdaptiveAvgPool2d-1,1,rect
5139,resnet18,AdaptiveAvgPool2d-1,1,rect
5140,resnet18,AdaptiveAvgPool2d-1,1,rect
5141,resnet18,AdaptiveAvgPool2d-1,1,rect
5142,resnet18,AdaptiveAvgPool2d-1,1,rect
5143,resnet18,AdaptiveAvgPool2d-1,1,rect
5144,resnet18,AdaptiveAvgPool2d-1,1,rect
5145,resnet18,AdaptiveAvgPool2d-1,1,rect
5146,resnet18,AdaptiveAvgPool2d-1,0,rect
5147,resnet18,AdaptiveAvgPool2d-1,1,rect
5148,resnet18,AdaptiveAvgPool2d-1,1,rect
5149,resnet18,AdaptiveAvgPool2d-1,1,rect
5150,resnet18,AdaptiveAvgPool2d-1,1,rect
5151,resnet18,AdaptiveAvgPool2d-1,1,rect
5152,resnet18,AdaptiveAvgPool2d-1,1,rect
5153,resnet18,AdaptiveAvgPool2d-1,1,rect
5154,resnet18,AdaptiveAvgPool2d-1,1,rect
5155,resnet18,AdaptiveAvgPool2d-1,1,rect
5156,resnet18,AdaptiveAvgPool2d-1,1,rect
5157,resnet18,AdaptiveAvgPool2d-1,1,rect
5158,resnet18,AdaptiveAvgPool2d-1,1,rect
5159,resnet18,AdaptiveAvgPool2d-1,1,rect
5160,cornet_z,ReLU-1,1,rect
5161,cornet_z,ReLU-1,0,rect
5162,cornet_z,ReLU-1,0,rect
5163,cornet_z,ReLU-1,1,rect
5164,cornet_z,ReLU-1,0,rect
5165,cornet_z,ReLU-1,0,rect
5166,cornet_z,ReLU-1,1,rect
5167,cornet_z,ReLU-1,0,rect
5168,cornet_z,ReLU-1,0,rect
5169,cornet_z,ReLU-1,0,rect
5170,cornet_z,ReLU-1,0,rect
5171,cornet_z,ReLU-1,0,rect
5172,cornet_z,ReLU-1,1,rect
5173,cornet_z,ReLU-1,1,rect
5174,cornet_z,ReLU-1,1,rect
5175,cornet_z,ReLU-1,0,rect
5176,cornet_z,ReLU-1,0,rect
5177,cornet_z,ReLU-1,1,rect
5178,cornet_z,ReLU-1,0,rect
5179,cornet_z,ReLU-1,0,rect
5180,cornet_z,ReLU-1,1,rect
5181,cornet_z,ReLU-1,1,rect
5182,cornet_z,ReLU-1,1,rect
5183,cornet_z,ReLU-1,1,rect
5184,cornet_z,ReLU-1,0,rect
5185,cornet_z,ReLU-1,1,rect
5186,cornet_z,ReLU-1,1,rect
5187,cornet_z,ReLU-1,1,rect
5188,cornet_z,ReLU-1,1,rect
5189,cornet_z,ReLU-1,1,rect
5190,cornet_z,ReLU-1,1,rect
5191,cornet_z,ReLU-1,1,rect
5192,cornet_z,ReLU-1,1,rect
5193,cornet_z,ReLU-1,1,rect
5194,cornet_z,ReLU-1,0,rect
5195,cornet_z,ReLU-1,0,rect
5196,cornet_z,ReLU-1,0,rect
5197,cornet_z,ReLU-1,1,rect
5198,cornet_z,ReLU-1,0,rect
5199,cornet_z,ReLU-1,0,rect
5200,cornet_z,ReLU-1,1,rect
5201,cornet_z,ReLU-1,1,rect
5202,cornet_z,ReLU-1,1,rect
5203,cornet_z,ReLU-1,1,rect
5204,cornet_z,ReLU-1,1,rect
5205,cornet_z,ReLU-1,1,rect
5206,cornet_z,ReLU-1,1,rect
5207,cornet_z,ReLU-1,1,rect
5208,cornet_z,ReLU-1,1,rect
5209,cornet_z,ReLU-1,1,rect
5210,cornet_z,ReLU-1,1,rect
5211,cornet_z,ReLU-1,1,rect
5212,cornet_z,ReLU-1,1,rect
5213,cornet_z,ReLU-1,1,rect
5214,cornet_z,ReLU-1,1,rect
5215,cornet_z,ReLU-1,1,rect
5216,cornet_z,ReLU-1,1,rect
5217,cornet_z,ReLU-1,1,rect
5218,cornet_z,ReLU-1,1,rect
5219,cornet_z,ReLU-1,1,rect
5220,cornet_z,ReLU-1,0,rect
5221,cornet_z,ReLU-1,0,rect
5222,cornet_z,ReLU-1,0,rect
5223,cornet_z,ReLU-1,1,rect
5224,cornet_z,ReLU-1,0,rect
5225,cornet_z,ReLU-1,1,rect
5226,cornet_z,ReLU-1,1,rect
5227,cornet_z,ReLU-1,0,rect
5228,cornet_z,ReLU-1,0,rect
5229,cornet_z,ReLU-1,1,rect
5230,cornet_z,ReLU-1,1,rect
5231,cornet_z,ReLU-1,1,rect
5232,cornet_z,ReLU-1,1,rect
5233,cornet_z,ReLU-1,0,rect
5234,cornet_z,ReLU-1,0,rect
5235,cornet_z,ReLU-1,0,rect
5236,cornet_z,ReLU-1,0,rect
5237,cornet_z,ReLU-1,1,rect
5238,cornet_z,ReLU-1,0,rect
5239,cornet_z,ReLU-1,0,rect
5240,cornet_z,ReLU-1,1,rect
5241,cornet_z,ReLU-1,1,rect
5242,cornet_z,ReLU-1,1,rect
5243,cornet_z,ReLU-1,1,rect
5244,cornet_z,ReLU-1,1,rect
5245,cornet_z,ReLU-1,1,rect
5246,cornet_z,ReLU-1,1,rect
5247,cornet_z,ReLU-1,1,rect
5248,cornet_z,ReLU-1,1,rect
5249,cornet_z,ReLU-1,0,rect
5250,cornet_z,ReLU-1,1,rect
5251,cornet_z,ReLU-1,1,rect
5252,cornet_z,ReLU-1,1,rect
5253,cornet_z,ReLU-1,1,rect
5254,cornet_z,ReLU-1,1,rect
5255,cornet_z,ReLU-1,0,rect
5256,cornet_z,ReLU-1,0,rect
5257,cornet_z,ReLU-1,1,rect
5258,cornet_z,ReLU-1,0,rect
5259,cornet_z,ReLU-1,1,rect
5260,cornet_z,ReLU-1,0,rect
5261,cornet_z,ReLU-1,0,rect
5262,cornet_z,ReLU-1,0,rect
5263,cornet_z,ReLU-1,0,rect
5264,cornet_z,ReLU-1,0,rect
5265,cornet_z,ReLU-1,0,rect
5266,cornet_z,ReLU-1,0,rect
5267,cornet_z,ReLU-1,0,rect
5268,cornet_z,ReLU-1,1,rect
5269,cornet_z,ReLU-1,0,rect
5270,cornet_z,ReLU-1,0,rect
5271,cornet_z,ReLU-1,1,rect
5272,cornet_z,ReLU-1,0,rect
5273,cornet_z,ReLU-1,0,rect
5274,cornet_z,ReLU-1,0,rect
5275,cornet_z,ReLU-1,1,rect
5276,cornet_z,ReLU-1,0,rect
5277,cornet_z,ReLU-1,0,rect
5278,cornet_z,ReLU-1,0,rect
5279,cornet_z,ReLU-1,1,rect
5280,cornet_z,ReLU-2,0,rect
5281,cornet_z,ReLU-2,0,rect
5282,cornet_z,ReLU-2,1,rect
5283,cornet_z,ReLU-2,0,rect
5284,cornet_z,ReLU-2,1,rect
5285,cornet_z,ReLU-2,0,rect
5286,cornet_z,ReLU-2,0,rect
5287,cornet_z,ReLU-2,0,rect
5288,cornet_z,ReLU-2,0,rect
5289,cornet_z,ReLU-2,0,rect
5290,cornet_z,ReLU-2,1,rect
5291,cornet_z,ReLU-2,0,rect
5292,cornet_z,ReLU-2,1,rect
5293,cornet_z,ReLU-2,0,rect
5294,cornet_z,ReLU-2,1,rect
5295,cornet_z,ReLU-2,1,rect
5296,cornet_z,ReLU-2,0,rect
5297,cornet_z,ReLU-2,1,rect
5298,cornet_z,ReLU-2,0,rect
5299,cornet_z,ReLU-2,0,rect
5300,cornet_z,ReLU-2,1,rect
5301,cornet_z,ReLU-2,1,rect
5302,cornet_z,ReLU-2,1,rect
5303,cornet_z,ReLU-2,1,rect
5304,cornet_z,ReLU-2,1,rect
5305,cornet_z,ReLU-2,1,rect
5306,cornet_z,ReLU-2,1,rect
5307,cornet_z,ReLU-2,1,rect
5308,cornet_z,ReLU-2,1,rect
5309,cornet_z,ReLU-2,1,rect
5310,cornet_z,ReLU-2,1,rect
5311,cornet_z,ReLU-2,0,rect
5312,cornet_z,ReLU-2,1,rect
5313,cornet_z,ReLU-2,1,rect
5314,cornet_z,ReLU-2,1,rect
5315,cornet_z,ReLU-2,1,rect
5316,cornet_z,ReLU-2,1,rect
5317,cornet_z,ReLU-2,1,rect
5318,cornet_z,ReLU-2,1,rect
5319,cornet_z,ReLU-2,1,rect
5320,cornet_z,ReLU-2,1,rect
5321,cornet_z,ReLU-2,1,rect
5322,cornet_z,ReLU-2,1,rect
5323,cornet_z,ReLU-2,1,rect
5324,cornet_z,ReLU-2,1,rect
5325,cornet_z,ReLU-2,1,rect
5326,cornet_z,ReLU-2,1,rect
5327,cornet_z,ReLU-2,1,rect
5328,cornet_z,ReLU-2,1,rect
5329,cornet_z,ReLU-2,1,rect
5330,cornet_z,ReLU-2,1,rect
5331,cornet_z,ReLU-2,1,rect
5332,cornet_z,ReLU-2,1,rect
5333,cornet_z,ReLU-2,1,rect
5334,cornet_z,ReLU-2,1,rect
5335,cornet_z,ReLU-2,1,rect
5336,cornet_z,ReLU-2,1,rect
5337,cornet_z,ReLU-2,1,rect
5338,cornet_z,ReLU-2,1,rect
5339,cornet_z,ReLU-2,1,rect
5340,cornet_z,ReLU-2,1,rect
5341,cornet_z,ReLU-2,0,rect
5342,cornet_z,ReLU-2,0,rect
5343,cornet_z,ReLU-2,1,rect
5344,cornet_z,ReLU-2,1,rect
5345,cornet_z,ReLU-2,0,rect
5346,cornet_z,ReLU-2,1,rect
5347,cornet_z,ReLU-2,0,rect
5348,cornet_z,ReLU-2,1,rect
5349,cornet_z,ReLU-2,0,rect
5350,cornet_z,ReLU-2,0,rect
5351,cornet_z,ReLU-2,1,rect
5352,cornet_z,ReLU-2,1,rect
5353,cornet_z,ReLU-2,0,rect
5354,cornet_z,ReLU-2,1,rect
5355,cornet_z,ReLU-2,1,rect
5356,cornet_z,ReLU-2,1,rect
5357,cornet_z,ReLU-2,1,rect
5358,cornet_z,ReLU-2,0,rect
5359,cornet_z,ReLU-2,1,rect
5360,cornet_z,ReLU-2,1,rect
5361,cornet_z,ReLU-2,1,rect
5362,cornet_z,ReLU-2,1,rect
5363,cornet_z,ReLU-2,1,rect
5364,cornet_z,ReLU-2,1,rect
5365,cornet_z,ReLU-2,1,rect
5366,cornet_z,ReLU-2,1,rect
5367,cornet_z,ReLU-2,1,rect
5368,cornet_z,ReLU-2,1,rect
5369,cornet_z,ReLU-2,1,rect
5370,cornet_z,ReLU-2,1,rect
5371,cornet_z,ReLU-2,1,rect
5372,cornet_z,ReLU-2,1,rect
5373,cornet_z,ReLU-2,1,rect
5374,cornet_z,ReLU-2,1,rect
5375,cornet_z,ReLU-2,1,rect
5376,cornet_z,ReLU-2,1,rect
5377,cornet_z,ReLU-2,1,rect
5378,cornet_z,ReLU-2,1,rect
5379,cornet_z,ReLU-2,1,rect
5380,cornet_z,ReLU-2,0,rect
5381,cornet_z,ReLU-2,0,rect
5382,cornet_z,ReLU-2,0,rect
5383,cornet_z,ReLU-2,1,rect
5384,cornet_z,ReLU-2,0,rect
5385,cornet_z,ReLU-2,0,rect
5386,cornet_z,ReLU-2,0,rect
5387,cornet_z,ReLU-2,1,rect
5388,cornet_z,ReLU-2,0,rect
5389,cornet_z,ReLU-2,0,rect
5390,cornet_z,ReLU-2,0,rect
5391,cornet_z,ReLU-2,0,rect
5392,cornet_z,ReLU-2,1,rect
5393,cornet_z,ReLU-2,0,rect
5394,cornet_z,ReLU-2,0,rect
5395,cornet_z,ReLU-2,1,rect
5396,cornet_z,ReLU-2,0,rect
5397,cornet_z,ReLU-2,0,rect
5398,cornet_z,ReLU-2,0,rect
5399,cornet_z,ReLU-2,1,rect
5400,cornet_z,ReLU-3,1,rect
5401,cornet_z,ReLU-3,1,rect
5402,cornet_z,ReLU-3,1,rect
5403,cornet_z,ReLU-3,1,rect
5404,cornet_z,ReLU-3,0,rect
5405,cornet_z,ReLU-3,1,rect
5406,cornet_z,ReLU-3,1,rect
5407,cornet_z,ReLU-3,1,rect
5408,cornet_z,ReLU-3,1,rect
5409,cornet_z,ReLU-3,1,rect
5410,cornet_z,ReLU-3,0,rect
5411,cornet_z,ReLU-3,1,rect
5412,cornet_z,ReLU-3,1,rect
5413,cornet_z,ReLU-3,1,rect
5414,cornet_z,ReLU-3,1,rect
5415,cornet_z,ReLU-3,0,rect
5416,cornet_z,ReLU-3,1,rect
5417,cornet_z,ReLU-3,0,rect
5418,cornet_z,ReLU-3,1,rect
5419,cornet_z,ReLU-3,1,rect
5420,cornet_z,ReLU-3,1,rect
5421,cornet_z,ReLU-3,1,rect
5422,cornet_z,ReLU-3,1,rect
5423,cornet_z,ReLU-3,1,rect
5424,cornet_z,ReLU-3,1,rect
5425,cornet_z,ReLU-3,1,rect
5426,cornet_z,ReLU-3,1,rect
5427,cornet_z,ReLU-3,1,rect
5428,cornet_z,ReLU-3,1,rect
5429,cornet_z,ReLU-3,1,rect
5430,cornet_z,ReLU-3,1,rect
5431,cornet_z,ReLU-3,1,rect
5432,cornet_z,ReLU-3,1,rect
5433,cornet_z,ReLU-3,1,rect
5434,cornet_z,ReLU-3,1,rect
5435,cornet_z,ReLU-3,1,rect
5436,cornet_z,ReLU-3,1,rect
5437,cornet_z,ReLU-3,1,rect
5438,cornet_z,ReLU-3,1,rect
5439,cornet_z,ReLU-3,1,rect
5440,cornet_z,ReLU-3,1,rect
5441,cornet_z,ReLU-3,1,rect
5442,cornet_z,ReLU-3,1,rect
5443,cornet_z,ReLU-3,1,rect
5444,cornet_z,ReLU-3,1,rect
5445,cornet_z,ReLU-3,1,rect
5446,cornet_z,ReLU-3,1,rect
5447,cornet_z,ReLU-3,1,rect
5448,cornet_z,ReLU-3,1,rect
5449,cornet_z,ReLU-3,1,rect
5450,cornet_z,ReLU-3,1,rect
5451,cornet_z,ReLU-3,1,rect
5452,cornet_z,ReLU-3,1,rect
5453,cornet_z,ReLU-3,1,rect
5454,cornet_z,ReLU-3,1,rect
5455,cornet_z,ReLU-3,1,rect
5456,cornet_z,ReLU-3,1,rect
5457,cornet_z,ReLU-3,1,rect
5458,cornet_z,ReLU-3,1,rect
5459,cornet_z,ReLU-3,1,rect
5460,cornet_z,ReLU-3,1,rect
5461,cornet_z,ReLU-3,1,rect
5462,cornet_z,ReLU-3,1,rect
5463,cornet_z,ReLU-3,1,rect
5464,cornet_z,ReLU-3,1,rect
5465,cornet_z,ReLU-3,1,rect
5466,cornet_z,ReLU-3,1,rect
5467,cornet_z,ReLU-3,1,rect
5468,cornet_z,ReLU-3,1,rect
5469,cornet_z,ReLU-3,1,rect
5470,cornet_z,ReLU-3,1,rect
5471,cornet_z,ReLU-3,1,rect
5472,cornet_z,ReLU-3,1,rect
5473,cornet_z,ReLU-3,1,rect
5474,cornet_z,ReLU-3,1,rect
5475,cornet_z,ReLU-3,1,rect
5476,cornet_z,ReLU-3,1,rect
5477,cornet_z,ReLU-3,1,rect
5478,cornet_z,ReLU-3,1,rect
5479,cornet_z,ReLU-3,1,rect
5480,cornet_z,ReLU-3,1,rect
5481,cornet_z,ReLU-3,1,rect
5482,cornet_z,ReLU-3,1,rect
5483,cornet_z,ReLU-3,1,rect
5484,cornet_z,ReLU-3,1,rect
5485,cornet_z,ReLU-3,1,rect
5486,cornet_z,ReLU-3,1,rect
5487,cornet_z,ReLU-3,1,rect
5488,cornet_z,ReLU-3,1,rect
5489,cornet_z,ReLU-3,1,rect
5490,cornet_z,ReLU-3,1,rect
5491,cornet_z,ReLU-3,1,rect
5492,cornet_z,ReLU-3,1,rect
5493,cornet_z,ReLU-3,1,rect
5494,cornet_z,ReLU-3,1,rect
5495,cornet_z,ReLU-3,1,rect
5496,cornet_z,ReLU-3,1,rect
5497,cornet_z,ReLU-3,1,rect
5498,cornet_z,ReLU-3,1,rect
5499,cornet_z,ReLU-3,1,rect
5500,cornet_z,ReLU-3,1,rect
5501,cornet_z,ReLU-3,1,rect
5502,cornet_z,ReLU-3,0,rect
5503,cornet_z,ReLU-3,0,rect
5504,cornet_z,ReLU-3,0,rect
5505,cornet_z,ReLU-3,1,rect
5506,cornet_z,ReLU-3,0,rect
5507,cornet_z,ReLU-3,1,rect
5508,cornet_z,ReLU-3,1,rect
5509,cornet_z,ReLU-3,1,rect
5510,cornet_z,ReLU-3,1,rect
5511,cornet_z,ReLU-3,1,rect
5512,cornet_z,ReLU-3,0,rect
5513,cornet_z,ReLU-3,1,rect
5514,cornet_z,ReLU-3,0,rect
5515,cornet_z,ReLU-3,0,rect
5516,cornet_z,ReLU-3,0,rect
5517,cornet_z,ReLU-3,1,rect
5518,cornet_z,ReLU-3,1,rect
5519,cornet_z,ReLU-3,0,rect
5520,cornet_z,ReLU-4,1,rect
5521,cornet_z,ReLU-4,1,rect
5522,cornet_z,ReLU-4,1,rect
5523,cornet_z,ReLU-4,1,rect
5524,cornet_z,ReLU-4,1,rect
5525,cornet_z,ReLU-4,1,rect
5526,cornet_z,ReLU-4,1,rect
5527,cornet_z,ReLU-4,1,rect
5528,cornet_z,ReLU-4,1,rect
5529,cornet_z,ReLU-4,1,rect
5530,cornet_z,ReLU-4,1,rect
5531,cornet_z,ReLU-4,1,rect
5532,cornet_z,ReLU-4,1,rect
5533,cornet_z,ReLU-4,0,rect
5534,cornet_z,ReLU-4,1,rect
5535,cornet_z,ReLU-4,1,rect
5536,cornet_z,ReLU-4,1,rect
5537,cornet_z,ReLU-4,1,rect
5538,cornet_z,ReLU-4,1,rect
5539,cornet_z,ReLU-4,1,rect
5540,cornet_z,ReLU-4,1,rect
5541,cornet_z,ReLU-4,1,rect
5542,cornet_z,ReLU-4,1,rect
5543,cornet_z,ReLU-4,1,rect
5544,cornet_z,ReLU-4,1,rect
5545,cornet_z,ReLU-4,1,rect
5546,cornet_z,ReLU-4,1,rect
5547,cornet_z,ReLU-4,1,rect
5548,cornet_z,ReLU-4,1,rect
5549,cornet_z,ReLU-4,1,rect
5550,cornet_z,ReLU-4,1,rect
5551,cornet_z,ReLU-4,1,rect
5552,cornet_z,ReLU-4,1,rect
5553,cornet_z,ReLU-4,1,rect
5554,cornet_z,ReLU-4,1,rect
5555,cornet_z,ReLU-4,1,rect
5556,cornet_z,ReLU-4,1,rect
5557,cornet_z,ReLU-4,1,rect
5558,cornet_z,ReLU-4,1,rect
5559,cornet_z,ReLU-4,1,rect
5560,cornet_z,ReLU-4,1,rect
5561,cornet_z,ReLU-4,1,rect
5562,cornet_z,ReLU-4,1,rect
5563,cornet_z,ReLU-4,1,rect
5564,cornet_z,ReLU-4,1,rect
5565,cornet_z,ReLU-4,1,rect
5566,cornet_z,ReLU-4,1,rect
5567,cornet_z,ReLU-4,1,rect
5568,cornet_z,ReLU-4,1,rect
5569,cornet_z,ReLU-4,1,rect
5570,cornet_z,ReLU-4,1,rect
5571,cornet_z,ReLU-4,1,rect
5572,cornet_z,ReLU-4,1,rect
5573,cornet_z,ReLU-4,1,rect
5574,cornet_z,ReLU-4,1,rect
5575,cornet_z,ReLU-4,1,rect
5576,cornet_z,ReLU-4,1,rect
5577,cornet_z,ReLU-4,1,rect
5578,cornet_z,ReLU-4,1,rect
5579,cornet_z,ReLU-4,1,rect
5580,cornet_z,ReLU-4,1,rect
5581,cornet_z,ReLU-4,1,rect
5582,cornet_z,ReLU-4,1,rect
5583,cornet_z,ReLU-4,1,rect
5584,cornet_z,ReLU-4,1,rect
5585,cornet_z,ReLU-4,1,rect
5586,cornet_z,ReLU-4,1,rect
5587,cornet_z,ReLU-4,1,rect
5588,cornet_z,ReLU-4,1,rect
5589,cornet_z,ReLU-4,1,rect
5590,cornet_z,ReLU-4,1,rect
5591,cornet_z,ReLU-4,1,rect
5592,cornet_z,ReLU-4,1,rect
5593,cornet_z,ReLU-4,1,rect
5594,cornet_z,ReLU-4,1,rect
5595,cornet_z,ReLU-4,1,rect
5596,cornet_z,ReLU-4,1,rect
5597,cornet_z,ReLU-4,1,rect
5598,cornet_z,ReLU-4,0,rect
5599,cornet_z,ReLU-4,1,rect
5600,cornet_z,ReLU-4,1,rect
5601,cornet_z,ReLU-4,1,rect
5602,cornet_z,ReLU-4,1,rect
5603,cornet_z,ReLU-4,1,rect
5604,cornet_z,ReLU-4,1,rect
5605,cornet_z,ReLU-4,1,rect
5606,cornet_z,ReLU-4,1,rect
5607,cornet_z,ReLU-4,1,rect
5608,cornet_z,ReLU-4,1,rect
5609,cornet_z,ReLU-4,1,rect
5610,cornet_z,ReLU-4,1,rect
5611,cornet_z,ReLU-4,1,rect
5612,cornet_z,ReLU-4,1,rect
5613,cornet_z,ReLU-4,1,rect
5614,cornet_z,ReLU-4,1,rect
5615,cornet_z,ReLU-4,1,rect
5616,cornet_z,ReLU-4,1,rect
5617,cornet_z,ReLU-4,1,rect
5618,cornet_z,ReLU-4,1,rect
5619,cornet_z,ReLU-4,1,rect
5620,cornet_z,ReLU-4,0,rect
5621,cornet_z,ReLU-4,1,rect
5622,cornet_z,ReLU-4,1,rect
5623,cornet_z,ReLU-4,1,rect
5624,cornet_z,ReLU-4,1,rect
5625,cornet_z,ReLU-4,1,rect
5626,cornet_z,ReLU-4,0,rect
5627,cornet_z,ReLU-4,1,rect
5628,cornet_z,ReLU-4,1,rect
5629,cornet_z,ReLU-4,1,rect
5630,cornet_z,ReLU-4,0,rect
5631,cornet_z,ReLU-4,1,rect
5632,cornet_z,ReLU-4,0,rect
5633,cornet_z,ReLU-4,1,rect
5634,cornet_z,ReLU-4,1,rect
5635,cornet_z,ReLU-4,1,rect
5636,cornet_z,ReLU-4,0,rect
5637,cornet_z,ReLU-4,0,rect
5638,cornet_z,ReLU-4,1,rect
5639,cornet_z,ReLU-4,1,rect
5640,cornet_z,AdaptiveAvgPool2d-1,1,rect
5641,cornet_z,AdaptiveAvgPool2d-1,1,rect
5642,cornet_z,AdaptiveAvgPool2d-1,1,rect
5643,cornet_z,AdaptiveAvgPool2d-1,0,rect
5644,cornet_z,AdaptiveAvgPool2d-1,1,rect
5645,cornet_z,AdaptiveAvgPool2d-1,1,rect
5646,cornet_z,AdaptiveAvgPool2d-1,1,rect
5647,cornet_z,AdaptiveAvgPool2d-1,1,rect
5648,cornet_z,AdaptiveAvgPool2d-1,1,rect
5649,cornet_z,AdaptiveAvgPool2d-1,1,rect
5650,cornet_z,AdaptiveAvgPool2d-1,1,rect
5651,cornet_z,AdaptiveAvgPool2d-1,1,rect
5652,cornet_z,AdaptiveAvgPool2d-1,1,rect
5653,cornet_z,AdaptiveAvgPool2d-1,1,rect
5654,cornet_z,AdaptiveAvgPool2d-1,0,rect
5655,cornet_z,AdaptiveAvgPool2d-1,1,rect
5656,cornet_z,AdaptiveAvgPool2d-1,0,rect
5657,cornet_z,AdaptiveAvgPool2d-1,1,rect
5658,cornet_z,AdaptiveAvgPool2d-1,1,rect
5659,cornet_z,AdaptiveAvgPool2d-1,1,rect
5660,cornet_z,AdaptiveAvgPool2d-1,1,rect
5661,cornet_z,AdaptiveAvgPool2d-1,1,rect
5662,cornet_z,AdaptiveAvgPool2d-1,1,rect
5663,cornet_z,AdaptiveAvgPool2d-1,1,rect
5664,cornet_z,AdaptiveAvgPool2d-1,1,rect
5665,cornet_z,AdaptiveAvgPool2d-1,1,rect
5666,cornet_z,AdaptiveAvgPool2d-1,1,rect
5667,cornet_z,AdaptiveAvgPool2d-1,1,rect
5668,cornet_z,AdaptiveAvgPool2d-1,1,rect
5669,cornet_z,AdaptiveAvgPool2d-1,1,rect
5670,cornet_z,AdaptiveAvgPool2d-1,1,rect
5671,cornet_z,AdaptiveAvgPool2d-1,1,rect
5672,cornet_z,AdaptiveAvgPool2d-1,1,rect
5673,cornet_z,AdaptiveAvgPool2d-1,1,rect
5674,cornet_z,AdaptiveAvgPool2d-1,1,rect
5675,cornet_z,AdaptiveAvgPool2d-1,1,rect
5676,cornet_z,AdaptiveAvgPool2d-1,1,rect
5677,cornet_z,AdaptiveAvgPool2d-1,1,rect
5678,cornet_z,AdaptiveAvgPool2d-1,1,rect
5679,cornet_z,AdaptiveAvgPool2d-1,1,rect
5680,cornet_z,AdaptiveAvgPool2d-1,1,rect
5681,cornet_z,AdaptiveAvgPool2d-1,1,rect
5682,cornet_z,AdaptiveAvgPool2d-1,1,rect
5683,cornet_z,AdaptiveAvgPool2d-1,1,rect
5684,cornet_z,AdaptiveAvgPool2d-1,1,rect
5685,cornet_z,AdaptiveAvgPool2d-1,1,rect
5686,cornet_z,AdaptiveAvgPool2d-1,1,rect
5687,cornet_z,AdaptiveAvgPool2d-1,1,rect
5688,cornet_z,AdaptiveAvgPool2d-1,1,rect
5689,cornet_z,AdaptiveAvgPool2d-1,1,rect
5690,cornet_z,AdaptiveAvgPool2d-1,1,rect
5691,cornet_z,AdaptiveAvgPool2d-1,1,rect
5692,cornet_z,AdaptiveAvgPool2d-1,1,rect
5693,cornet_z,AdaptiveAvgPool2d-1,1,rect
5694,cornet_z,AdaptiveAvgPool2d-1,1,rect
5695,cornet_z,AdaptiveAvgPool2d-1,1,rect
5696,cornet_z,AdaptiveAvgPool2d-1,1,rect
5697,cornet_z,AdaptiveAvgPool2d-1,1,rect
5698,cornet_z,AdaptiveAvgPool2d-1,1,rect
5699,cornet_z,AdaptiveAvgPool2d-1,1,rect
5700,cornet_z,AdaptiveAvgPool2d-1,1,rect
5701,cornet_z,AdaptiveAvgPool2d-1,1,rect
5702,cornet_z,AdaptiveAvgPool2d-1,1,rect
5703,cornet_z,AdaptiveAvgPool2d-1,1,rect
5704,cornet_z,AdaptiveAvgPool2d-1,1,rect
5705,cornet_z,AdaptiveAvgPool2d-1,1,rect
5706,cornet_z,AdaptiveAvgPool2d-1,1,rect
5707,cornet_z,AdaptiveAvgPool2d-1,1,rect
5708,cornet_z,AdaptiveAvgPool2d-1,1,rect
5709,cornet_z,AdaptiveAvgPool2d-1,1,rect
5710,cornet_z,AdaptiveAvgPool2d-1,1,rect
5711,cornet_z,AdaptiveAvgPool2d-1,1,rect
5712,cornet_z,AdaptiveAvgPool2d-1,1,rect
5713,cornet_z,AdaptiveAvgPool2d-1,1,rect
5714,cornet_z,AdaptiveAvgPool2d-1,1,rect
5715,cornet_z,AdaptiveAvgPool2d-1,0,rect
5716,cornet_z,AdaptiveAvgPool2d-1,1,rect
5717,cornet_z,AdaptiveAvgPool2d-1,1,rect
5718,cornet_z,AdaptiveAvgPool2d-1,1,rect
5719,cornet_z,AdaptiveAvgPool2d-1,1,rect
